,z,t,theta_train
47,-1.0,0.5640000000000001,0.301524268214649
48,-1.0,0.5760000000000001,0.29643462589007724
49,-1.0,0.588,0.2940353605879096
50,-1.0,0.6,0.30775617352200696
51,-1.0,0.612,0.29354479060860317
52,-1.0,0.624,0.2957724455496796
53,-1.0,0.636,0.2925146660031732
54,-1.0,0.648,0.29240352176122775
55,-1.0,0.66,0.2823517788434589
56,-1.0,0.672,0.28879777715118515
57,-1.0,0.684,0.2882598884338154
58,-1.0,0.6960000000000001,0.2896225601343997
59,-1.0,0.708,0.2822046637582082
60,-1.0,0.72,0.28566878614092045
61,-1.0,0.732,0.2789633876330597
62,-1.0,0.7440000000000001,0.2746350450609982
63,-1.0,0.7559999999999999,0.27541715958365176
64,-1.0,0.768,0.27867121877159234
65,-1.0,0.78,0.26675865408700383
66,-1.0,0.792,0.27582155094860145
67,-1.0,0.804,0.2692358583911644
68,-1.0,0.8160000000000001,0.2675637533110272
69,-1.0,0.8280000000000001,0.2743410994383502
70,-1.0,0.84,0.2638993560945341
71,-1.0,0.852,0.26604777099747046
72,-1.0,0.8640000000000001,0.26476211811583267
73,-1.0,0.8759999999999999,0.26774757916021424
74,-1.0,0.888,0.25991026314570487
75,-1.0,0.9,0.26354551873082177
76,-1.0,0.912,0.25321122937403573
77,-1.0,0.924,0.2616254643312567
78,-1.0,0.9359999999999999,0.26215619469035234
79,-1.0,0.948,0.2614106471355586
80,-1.0,0.96,0.26688342752953637
81,-1.0,0.972,0.2687550209923933
82,-1.0,0.9840000000000001,0.26514381332798925
83,-1.0,0.996,0.25112802280951296
84,-1.0,1.008,0.2661544614710075
85,-1.0,1.02,0.24769781871240815
86,-1.0,1.032,0.2588076399963586
87,-1.0,1.044,0.2555082781302797
88,-1.0,1.056,0.26021051820800045
89,-1.0,1.068,0.2565510325113688
90,-1.0,1.08,0.26814605325648
91,-1.0,1.092,0.2591838907437687
92,-1.0,1.104,0.26205036512324503
93,-1.0,1.1159999999999999,0.25770501582479766
94,-1.0,1.128,0.2634812638862323
95,-1.0,1.14,0.25863699119563827
96,-1.0,1.152,0.26204011720801046
97,-1.0,1.1640000000000001,0.2632230373032756
98,-1.0,1.176,0.2578819221457077
99,-1.0,1.188,0.2571738355225499
100,-1.0,1.2,0.25345582319464827
101,-1.0,1.212,0.262669256518485
102,-1.0,1.224,0.2572660070062078
103,-1.0,1.236,0.26409364942746105
104,-1.0,1.248,0.2558003313324716
105,-1.0,1.26,0.26135246143850444
106,-1.0,1.272,0.2599733940330566
107,-1.0,1.284,0.25702509685606706
108,-1.0,1.296,0.2569976823248147
109,-1.0,1.308,0.2614393502900735
110,-1.0,1.32,0.25774512495023216
111,-1.0,1.3319999999999999,0.2600663702702739
112,-1.0,1.344,0.2621869198224162
113,-1.0,1.3559999999999999,0.25985888919442096
114,-1.0,1.368,0.2563660298413177
115,-1.0,1.38,0.2499810513132336
116,-1.0,1.392,0.26310517402176375
117,-1.0,1.404,0.2565809691644404
118,-1.0,1.416,0.2643256833704112
119,-1.0,1.4280000000000002,0.25168651205550907
120,-1.0,1.44,0.25824052914448037
121,-1.0,1.452,0.2535010050973094
122,-1.0,1.464,0.258538842725646
123,-1.0,1.476,0.25632131499811395
124,-1.0,1.4880000000000002,0.252046254472944
125,-1.0,1.5,0.25139627484027216
126,-1.0,1.5119999999999998,0.2615552351983556
127,-1.0,1.524,0.2565022818170356
128,-1.0,1.536,0.25231397623672414
129,-1.0,1.548,0.245202327304806
130,-1.0,1.56,0.2527531682633633
131,-1.0,1.5719999999999998,0.2430122306339098
132,-1.0,1.584,0.2480747093139852
133,-1.0,1.5959999999999999,0.2394337081936544
134,-1.0,1.608,0.24519829620128752
135,-1.0,1.62,0.2505073971183559
136,-1.0,1.632,0.2431948805661823
137,-1.0,1.644,0.2383221623586787
138,-1.0,1.656,0.24951948105383406
139,-1.0,1.6680000000000001,0.2372234765693625
140,-1.0,1.68,0.23757816538653576
141,-1.0,1.692,0.24485572613630185
142,-1.0,1.704,0.23931263292437832
143,-1.0,1.716,0.2393204041397248
144,-1.0,1.7280000000000002,0.22362653151658657
145,-1.0,1.74,0.24160550076696996
146,-1.0,1.7519999999999998,0.22873825645588383
147,-1.0,1.764,0.22947321270209736
148,-1.0,1.776,0.22689552533115506
149,-1.0,1.788,0.23153016656223815
150,-1.0,1.8,0.23136461672007136
151,-1.0,1.8119999999999998,0.22991092686540937
152,-1.0,1.824,0.23071946690778172
153,-1.0,1.8359999999999999,0.22966090392194358
154,-1.0,1.848,0.23146443087205346
155,-1.0,1.86,0.2253567633230191
156,-1.0,1.8719999999999999,0.22632112696588147
157,-1.0,1.884,0.23170949500206278
158,-1.0,1.896,0.2303278198850634
159,-1.0,1.908,0.23074089880492893
160,-1.0,1.92,0.2255317615480385
161,-1.0,1.932,0.22654870550431955
162,-1.0,1.944,0.21928898217456935
163,-1.0,1.956,0.21962885979894983
164,-1.0,1.9680000000000002,0.22019812539747097
165,-1.0,1.98,0.21568885895162662
166,-1.0,1.992,0.21930958447279705
167,-1.0,2.004,0.22634426086904202
168,-1.0,2.016,0.29423939501981355
169,-1.0,2.028,0.3284046099477324
170,-1.0,2.04,0.3519079934756545
171,-1.0,2.052,0.3638483170437075
172,-1.0,2.064,0.36287403223156617
173,-1.0,2.076,0.37929099649350506
174,-1.0,2.088,0.38145845750419216
175,-1.0,2.1,0.3893597384764165
176,-1.0,2.112,0.38565847030783845
177,-1.0,2.124,0.40066915733793435
178,-1.0,2.136,0.3983559042106812
179,-1.0,2.148,0.3895948189134923
180,-1.0,2.16,0.4073407178211848
181,-1.0,2.1719999999999997,0.4038278539973684
182,-1.0,2.184,0.4109192485220549
183,-1.0,2.1959999999999997,0.40985972805039006
184,-1.0,2.208,0.408944701970387
185,-1.0,2.22,0.4110635073380866
186,-1.0,2.2319999999999998,0.4170506084149548
187,-1.0,2.244,0.40512489422011533
188,-1.0,2.256,0.41505597919331855
189,-1.0,2.268,0.38318474990203094
190,-1.0,2.28,0.3880373223284921
191,-1.0,2.2920000000000003,0.3758386033943485
192,-1.0,2.3040000000000003,0.3774631401363151
193,-1.0,2.316,0.36634735758022613
194,-1.0,2.3280000000000003,0.3726228973863875
195,-1.0,2.34,0.3640501029207074
196,-1.0,2.352,0.36478270910474875
197,-1.0,2.364,0.35213893444706584
198,-1.0,2.376,0.35826338091657517
199,-1.0,2.388,0.35344556131949817
200,-1.0,2.4,0.3495242713371876
201,-1.0,2.412,0.34492528473231604
202,-1.0,2.424,0.35181165761280087
203,-1.0,2.436,0.3428422576512481
204,-1.0,2.448,0.34110957000766173
205,-1.0,2.46,0.34525443843158565
206,-1.0,2.472,0.3355598222013486
207,-1.0,2.484,0.33751093748482386
208,-1.0,2.496,0.34204755501584283
209,-1.0,2.508,0.33129798017565565
210,-1.0,2.52,0.3301708308399886
211,-1.0,2.532,0.3281321348284487
212,-1.0,2.544,0.3315621872924729
213,-1.0,2.556,0.3323463829232968
214,-1.0,2.568,0.3213376972170271
215,-1.0,2.58,0.32454084720112775
216,-1.0,2.592,0.3130294751114443
217,-1.0,2.6039999999999996,0.3258064038568238
218,-1.0,2.616,0.3141710152984208
219,-1.0,2.628,0.3177529814543801
220,-1.0,2.64,0.32522492568455247
221,-1.0,2.6519999999999997,0.310772985711544
222,-1.0,2.6639999999999997,0.3204395797670019
223,-1.0,2.676,0.3128059342282915
224,-1.0,2.688,0.3060066215034726
225,-1.0,2.7,0.3095326585017833
226,-1.0,2.7119999999999997,0.2936919208603563
227,-1.0,2.7239999999999998,0.3087093154733853
228,-1.0,2.736,0.3098476734976527
229,-1.0,2.748,0.3081511599095421
230,-1.0,2.76,0.30486124276946364
231,-1.0,2.772,0.30259687087267645
232,-1.0,2.7840000000000003,0.3042295021566762
233,-1.0,2.7960000000000003,0.3058763013402391
234,-1.0,2.8080000000000003,0.3073132211288257
235,-1.0,2.82,0.30644950379306113
236,-1.0,2.832,0.2969085316985075
237,-1.0,2.844,0.2943448578465716
238,-1.0,2.8560000000000003,0.29879549557827567
239,-1.0,2.8680000000000003,0.2978561583576695
240,-1.0,2.88,0.29966936542403966
241,-1.0,2.892,0.29471881471774763
242,-1.0,2.904,0.2934097683008734
243,-1.0,2.9160000000000004,0.2923825797219307
244,-1.0,2.928,0.29085966345628633
245,-1.0,2.94,0.28644397782869635
246,-1.0,2.952,0.2805801818315952
247,-1.0,2.964,0.2921470580841809
248,-1.0,2.9760000000000004,0.30098360333545854
249,-1.0,2.988,0.2898186830879123
250,-1.0,3.0,0.2927496426011888
251,-3.0,0.0,0.1301039658064277
252,-3.0,0.012,0.11965033693642423
253,-3.0,0.024,0.12719391559677728
254,-3.0,0.036000000000000004,0.12302608435813572
255,-3.0,0.048,0.12948616084849843
256,-3.0,0.06,0.23150842248152892
257,-3.0,0.07200000000000001,0.26327922765306616
258,-3.0,0.084,0.301256386319549
259,-3.0,0.096,0.32350970500220266
260,-3.0,0.10800000000000001,0.34157771741818993
261,-3.0,0.12,0.3423798903810718
262,-3.0,0.132,0.3621595546105064
263,-3.0,0.14400000000000002,0.36184150172532276
264,-3.0,0.156,0.3621785632194977
265,-3.0,0.168,0.3812499843071846
266,-3.0,0.18,0.3790383204793072
267,-3.0,0.192,0.3907935651062192
268,-3.0,0.204,0.38434612353297465
269,-3.0,0.21600000000000003,0.3835347612044677
270,-3.0,0.228,0.39296114839257973
271,-3.0,0.24,0.38957011324277463
272,-3.0,0.252,0.38583894548433206
273,-3.0,0.264,0.38463345465691823
274,-3.0,0.276,0.3661087062525633
275,-3.0,0.28800000000000003,0.3664172213512627
276,-3.0,0.3,0.34693474737295177
277,-3.0,0.312,0.35355052361518585
278,-3.0,0.324,0.34566630649435215
279,-3.0,0.336,0.33860910269389344
280,-3.0,0.34800000000000003,0.32967872406655835
281,-3.0,0.36,0.3366708162228276
282,-3.0,0.37200000000000005,0.33413731360317683
283,-3.0,0.384,0.33089951055791383
284,-3.0,0.396,0.325161631222337
285,-3.0,0.408,0.32292202375424883
286,-3.0,0.42,0.32956169715445444
287,-3.0,0.43200000000000005,0.3215964195974552
288,-3.0,0.444,0.32523849403491356
289,-3.0,0.456,0.3135669456826196
290,-3.0,0.46799999999999997,0.3120732787647457
291,-3.0,0.48,0.3189704014592242
292,-3.0,0.49200000000000005,0.3096560262288885
293,-3.0,0.504,0.3107151114169385
294,-3.0,0.516,0.31439273608227114
295,-3.0,0.528,0.3031787124257529
296,-3.0,0.54,0.30172058038839283
297,-3.0,0.552,0.30919304439498996
298,-3.0,0.5640000000000001,0.3001978463009854
299,-3.0,0.5760000000000001,0.29904658269757817
300,-3.0,0.588,0.29340514426142483
301,-3.0,0.6,0.2990308297826529
302,-3.0,0.612,0.2971787726514695
303,-3.0,0.624,0.2939631506508431
304,-3.0,0.636,0.29605076069083114
305,-3.0,0.648,0.28805719071407
306,-3.0,0.66,0.2898030027260927
307,-3.0,0.672,0.2872108864170591
308,-3.0,0.684,0.292293596932903
309,-3.0,0.6960000000000001,0.2963253494006645
310,-3.0,0.708,0.2866037982694984
311,-3.0,0.72,0.290122164303574
312,-3.0,0.732,0.28137447780297714
313,-3.0,0.7440000000000001,0.28084110407788576
314,-3.0,0.7559999999999999,0.2814023420186131
315,-3.0,0.768,0.28248013378853604
316,-3.0,0.78,0.2822240253991795
317,-3.0,0.792,0.27590284595386844
318,-3.0,0.804,0.27494433664686063
319,-3.0,0.8160000000000001,0.2759003730190147
320,-3.0,0.8280000000000001,0.27237015831143047
321,-3.0,0.84,0.2678511761246151
322,-3.0,0.852,0.2737789915140903
323,-3.0,0.8640000000000001,0.272912482355172
324,-3.0,0.8759999999999999,0.2805013041371441
325,-3.0,0.888,0.2709985219071747
326,-3.0,0.9,0.2687726444438096
327,-3.0,0.912,0.27841495581325504
328,-3.0,0.924,0.2647062413029852
329,-3.0,0.9359999999999999,0.26452400869297227
330,-3.0,0.948,0.27015802686028356
331,-3.0,0.96,0.2737775601075018
332,-3.0,0.972,0.27478893902758833
333,-3.0,0.9840000000000001,0.2743004548881536
334,-3.0,0.996,0.2637280154467083
335,-3.0,1.008,0.2638494846599512
336,-3.0,1.02,0.27171916882265
337,-3.0,1.032,0.2656366965594436
338,-3.0,1.044,0.2635401445221773
339,-3.0,1.056,0.2602505086629198
340,-3.0,1.068,0.25956977746514526
341,-3.0,1.08,0.2635205382584109
342,-3.0,1.092,0.26123970100610744
343,-3.0,1.104,0.2660020424751333
344,-3.0,1.1159999999999999,0.26290496266521085
345,-3.0,1.128,0.27150307712424654
346,-3.0,1.14,0.26101548950596887
347,-3.0,1.152,0.2641216108311114
348,-3.0,1.1640000000000001,0.2547452834980906
349,-3.0,1.176,0.26697655982025364
350,-3.0,1.188,0.26039547925967016
351,-3.0,1.2,0.2633459428635786
352,-3.0,1.212,0.2602461776124001
353,-3.0,1.224,0.25128405583849034
354,-3.0,1.236,0.2663967129700899
355,-3.0,1.248,0.25469618287424545
356,-3.0,1.26,0.2571991198934501
357,-3.0,1.272,0.2620376512428448
358,-3.0,1.284,0.2547179488089897
359,-3.0,1.296,0.2642312372509368
360,-3.0,1.308,0.2658369164763671
361,-3.0,1.32,0.24221305701517468
362,-3.0,1.3319999999999999,0.2589475712524395
363,-3.0,1.344,0.2543647502605581
364,-3.0,1.3559999999999999,0.2581824410443532
365,-3.0,1.368,0.257109089272685
366,-3.0,1.38,0.2608527591358885
367,-3.0,1.392,0.26618509568182847
368,-3.0,1.404,0.25266399860135547
369,-3.0,1.416,0.2646074618045067
370,-3.0,1.4280000000000002,0.2578206864478645
371,-3.0,1.44,0.26070594778329254
372,-3.0,1.452,0.2549719377577868
373,-3.0,1.464,0.25343476830900047
374,-3.0,1.476,0.2589757118471297
375,-3.0,1.4880000000000002,0.24663505022550655
376,-3.0,1.5,0.2512792401874912
377,-3.0,1.5119999999999998,0.26080886099448647
378,-3.0,1.524,0.2550657320851663
379,-3.0,1.536,0.25307414855345517
380,-3.0,1.548,0.25113668228670755
381,-3.0,1.56,0.2537485811782823
382,-3.0,1.5719999999999998,0.25591630108735774
383,-3.0,1.584,0.25015682661004834
384,-3.0,1.5959999999999999,0.2521105264156918
385,-3.0,1.608,0.25407222979022465
386,-3.0,1.62,0.25369988059599785
387,-3.0,1.632,0.26209826665297076
388,-3.0,1.644,0.252493650805222
389,-3.0,1.656,0.24367711976940368
390,-3.0,1.6680000000000001,0.2514874087253277
391,-3.0,1.68,0.24155605172107458
392,-3.0,1.692,0.248287957017264
393,-3.0,1.704,0.24258165883502186
394,-3.0,1.716,0.2498888558829805
395,-3.0,1.7280000000000002,0.23916825198058664
396,-3.0,1.74,0.23658521060631096
397,-3.0,1.7519999999999998,0.24464303364600004
398,-3.0,1.764,0.23575417574862859
399,-3.0,1.776,0.2383140596553607
400,-3.0,1.788,0.23880322889784777
401,-3.0,1.8,0.24224793564934524
402,-3.0,1.8119999999999998,0.24461330098131573
403,-3.0,1.824,0.23887570478628084
404,-3.0,1.8359999999999999,0.23781745108513969
405,-3.0,1.848,0.23955770911674198
406,-3.0,1.86,0.2328193178287664
407,-3.0,1.8719999999999999,0.239477182777825
408,-3.0,1.884,0.23052632236129744
409,-3.0,1.896,0.22351186903727813
410,-3.0,1.908,0.2383255334792607
411,-3.0,1.92,0.2307118183436684
412,-3.0,1.932,0.22963159342590264
413,-3.0,1.944,0.236892383853226
414,-3.0,1.956,0.23415821284819233
415,-3.0,1.9680000000000002,0.23951995371560975
416,-3.0,1.98,0.23001991366626348
417,-3.0,1.992,0.23508984819699205
418,-3.0,2.004,0.24045851668067347
419,-3.0,2.016,0.23824283990876405
420,-3.0,2.028,0.2523365616433066
421,-3.0,2.04,0.29247418090911087
422,-3.0,2.052,0.31832472615477164
423,-3.0,2.064,0.34238836637015074
424,-3.0,2.076,0.3464334439451716
425,-3.0,2.088,0.36525631086724325
426,-3.0,2.1,0.3740418025848954
427,-3.0,2.112,0.38137066288204413
428,-3.0,2.124,0.38936451413665873
429,-3.0,2.136,0.38723956068610565
430,-3.0,2.148,0.3974635848709772
431,-3.0,2.16,0.38958087186367585
432,-3.0,2.1719999999999997,0.3934161769740725
433,-3.0,2.184,0.4018239225941515
434,-3.0,2.1959999999999997,0.4010832970118649
435,-3.0,2.208,0.4076212078345141
436,-3.0,2.22,0.4206428390245143
437,-3.0,2.2319999999999998,0.4080011952881151
438,-3.0,2.244,0.40653105223841735
439,-3.0,2.256,0.3971588336321651
440,-3.0,2.268,0.3931998950150148
441,-3.0,2.28,0.3842245350917651
442,-3.0,2.2920000000000003,0.378651794443961
443,-3.0,2.3040000000000003,0.37643317464801107
444,-3.0,2.316,0.37655367153005853
445,-3.0,2.3280000000000003,0.3690195371865836
446,-3.0,2.34,0.36647870945172867
447,-3.0,2.352,0.37153049874468286
448,-3.0,2.364,0.360147015532643
449,-3.0,2.376,0.340856877497225
450,-3.0,2.388,0.3510067771114925
451,-3.0,2.4,0.3539282830784246
452,-3.0,2.412,0.34534744067362205
453,-3.0,2.424,0.3439541206700407
454,-3.0,2.436,0.3368829562763605
455,-3.0,2.448,0.3463228373126225
456,-3.0,2.46,0.3431041817689369
457,-3.0,2.472,0.33595197952475214
458,-3.0,2.484,0.34095155239644825
459,-3.0,2.496,0.3470729765574352
460,-3.0,2.508,0.33515526354496233
461,-3.0,2.52,0.3355062603419315
462,-3.0,2.532,0.34000896271089404
463,-3.0,2.544,0.34156274907365636
464,-3.0,2.556,0.33184432009948905
465,-3.0,2.568,0.3342767955791764
466,-3.0,2.58,0.31461911241569496
467,-3.0,2.592,0.33851821924424486
468,-3.0,2.6039999999999996,0.3277093971233087
469,-3.0,2.616,0.316004132742161
470,-3.0,2.628,0.3231533435202689
471,-3.0,2.64,0.32141193271166096
472,-3.0,2.6519999999999997,0.31639854688929386
473,-3.0,2.6639999999999997,0.31991886029785327
474,-3.0,2.676,0.3097922455116809
475,-3.0,2.688,0.3158521487603138
476,-3.0,2.7,0.32324897609850234
477,-3.0,2.7119999999999997,0.3247416000569463
478,-3.0,2.7239999999999998,0.30844848063226965
479,-3.0,2.736,0.31779391996023587
480,-3.0,2.748,0.3114464608897063
481,-3.0,2.76,0.3072351067284824
482,-3.0,2.772,0.30927498107947393
483,-3.0,2.7840000000000003,0.3060710359364413
484,-3.0,2.7960000000000003,0.3095918038495137
485,-3.0,2.8080000000000003,0.2942182707965096
486,-3.0,2.82,0.3048604328144444
487,-3.0,2.832,0.3038860249872125
488,-3.0,2.844,0.30680937981375395
489,-3.0,2.8560000000000003,0.3089772610952499
490,-3.0,2.8680000000000003,0.29752272216575665
491,-3.0,2.88,0.30478244188951953
492,-3.0,2.892,0.29992633743686326
493,-3.0,2.904,0.2968660230560488
494,-3.0,2.9160000000000004,0.3000934536724605
495,-3.0,2.928,0.2967902723191636
496,-3.0,2.94,0.29863950693931435
497,-3.0,2.952,0.29047781078005686
498,-3.0,2.964,0.30314951951927305
499,-3.0,2.9760000000000004,0.29761791429089285
500,-3.0,2.988,0.288232061529507
501,-3.0,3.0,0.28922651792268167
502,-5.0,0.0,0.1290884218008287
503,-5.0,0.012,0.13227168966788774
504,-5.0,0.024,0.12677908047444314
505,-5.0,0.036000000000000004,0.12677016902107252
506,-5.0,0.048,0.12333188601059024
507,-5.0,0.06,0.12238776210460064
508,-5.0,0.07200000000000001,0.12068069471179309
509,-5.0,0.084,0.1181254868612604
510,-5.0,0.096,0.13937473121398938
511,-5.0,0.10800000000000001,0.22769828687535276
512,-5.0,0.12,0.2623337212112112
513,-5.0,0.132,0.3054121747944337
514,-5.0,0.14400000000000002,0.3236450954068012
515,-5.0,0.156,0.3320498286716413
516,-5.0,0.168,0.33411387627391576
517,-5.0,0.18,0.3576469539240353
518,-5.0,0.192,0.3695439198086801
519,-5.0,0.204,0.35884143982334676
520,-5.0,0.21600000000000003,0.3748572072252814
521,-5.0,0.228,0.3816249008669331
522,-5.0,0.24,0.3902612912216998
523,-5.0,0.252,0.3809757525229246
524,-5.0,0.264,0.3679132216579464
525,-5.0,0.276,0.3698315656565822
526,-5.0,0.28800000000000003,0.3557389944858437
527,-5.0,0.3,0.35816663493994005
528,-5.0,0.312,0.3480391216327228
529,-5.0,0.324,0.34095697700118255
530,-5.0,0.336,0.3412859557218739
531,-5.0,0.34800000000000003,0.33885319511793577
532,-5.0,0.36,0.33605387104075857
533,-5.0,0.37200000000000005,0.32956424378683485
534,-5.0,0.384,0.33117488380852833
535,-5.0,0.396,0.33073366270857224
536,-5.0,0.408,0.3196392605752095
537,-5.0,0.42,0.3126871348240462
538,-5.0,0.43200000000000005,0.3168121660148453
539,-5.0,0.444,0.31652285515720485
540,-5.0,0.456,0.3165616601538477
541,-5.0,0.46799999999999997,0.31305468583632623
542,-5.0,0.48,0.3163395537937159
543,-5.0,0.49200000000000005,0.3080214453669419
544,-5.0,0.504,0.31116414797727154
545,-5.0,0.516,0.31531556172947856
546,-5.0,0.528,0.304930509471244
547,-5.0,0.54,0.303633281352019
548,-5.0,0.552,0.2986698731551851
549,-5.0,0.5640000000000001,0.30290357607652724
550,-5.0,0.5760000000000001,0.3011577536541902
551,-5.0,0.588,0.3000244672570105
552,-5.0,0.6,0.30042695201211345
553,-5.0,0.612,0.3021441126392526
554,-5.0,0.624,0.2857182884738563
555,-5.0,0.636,0.29709887995060213
556,-5.0,0.648,0.29147575992092795
557,-5.0,0.66,0.2888935947350774
558,-5.0,0.672,0.28943601212137204
559,-5.0,0.684,0.2873397225543221
560,-5.0,0.6960000000000001,0.2897161229138768
561,-5.0,0.708,0.28749175502116886
562,-5.0,0.72,0.28679945851874644
563,-5.0,0.732,0.2947819120666057
564,-5.0,0.7440000000000001,0.2797913361583221
565,-5.0,0.7559999999999999,0.2770533028197853
566,-5.0,0.768,0.28201614068782555
567,-5.0,0.78,0.2841391647313944
568,-5.0,0.792,0.2889945829054981
569,-5.0,0.804,0.2748549956894582
570,-5.0,0.8160000000000001,0.2794321262509367
571,-5.0,0.8280000000000001,0.2707426344805781
572,-5.0,0.84,0.27974007320118266
573,-5.0,0.852,0.27610449232985856
574,-5.0,0.8640000000000001,0.27661022025433774
